Sample_ID,DWV_Cq,Reference_Cq,DWV_presence,Taxa,Family,Subfamily,Genus,Species,Sex,Apiary_ID,Julian_Day
Apiary_13_092320_P6,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,F,Apiary_13,267
Apiary_6_091020_P6,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_6,254
Apiary_21_092020_P9,NA,22.31666667,0,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis dimidiata,F,Apiary_21,264
Apiary_25_092120_P1,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_25,265
Apiary_25_091120_P6,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_25,255
Apiary_17_092220_P9,35.01,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_17,266
Apiary_20_091820_P11,35.03,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,262
Apiary_8_100220_P1,35.04,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_8,276
Apiary_12_091620_P5,35.04,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,260
Apiary_18_090820_P5,35.08,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_18,252
Apiary_19_092720_P12,35.1,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_14_092320_P10,35.1,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_14,267
Apiary_2_091920_P8,35.1,none,0,bumble,Apidae,NA,Bombus,Bombus vagans,M,Apiary_2,263
Apiary_17_092220_P3,35.11,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,266
Apiary_6_092020_P1,35.12,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_6,264
Apiary_18_092220_P4,35.12,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_18,266
Apiary_17_090820_P11,35.14,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,252
Apiary_27_090720_P11,35.14,none,0,wild bee,Apidae,NA,Xylocopa,Xylocopa virginica,F,Apiary_27,251
Apiary_5_091420_P2,35.16,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_5,258
Apiary_8_091320_P9,35.17,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_8,257
Apiary_18_092220_P5,35.18,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_18,266
Apiary_13_092320_P5,35.21,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_13,267
Apiary_18_090820_P4,35.21,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_18,252
Apiary_20_092720_P7,35.24,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,271
Apiary_11_091120_P12,35.27,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_11,255
Apiary_1_091520_P3,35.28,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_14_092320_P6,35.29,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_14,267
Apiary_13_092320_P3,35.305,25.16333333,0,syrphid,Syrphidae,Eristalinae,Rhingia,Rhingia nasica,M,Apiary_13,267
Apiary_6_091020_P7,35.32,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_6,254
Apiary_26_090720_P4,35.335,4.166666667,0,wild bee,Apidae,NA,Ceratina,Ceratina sp.,F,Apiary_26,251
Apiary_24_092320_P16,35.34,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,267
Apiary_8_100220_P20,35.345,24.78333333,0,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis sp.,F,Apiary_8,276
Apiary_27_092820_P4,35.38,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_18_092220_P12,35.41,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_18,266
Apiary_8_092520_P2,35.42,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_8,269
Apiary_3_091520_P15,35.48,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_3,259
Apiary_12_091620_P3,35.54,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_12,260
Apiary_25_091120_P8,35.54,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_25,255
Apiary_12_091620_P10,35.68,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,260
Apiary_19_092720_P3,35.7,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_12_092620_P1,35.76,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,270
Apiary_14_090920_P18,35.77,2.663333333,0,wild bee,Apidae,NA,Ceratina,Ceratina sp.,F,Apiary_14,253
Apiary_19_091820_P7,35.87,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,262
Apiary_25_092120_P2,35.92,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_25,265
Apiary_17_092220_P11,35.93,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_17,266
Apiary_27_092820_P10,35.95,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_22_091420_P8,35.96,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_22,258
Apiary_3_092420_P2,36.02,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_3,268
Apiary_20_091820_P19,36.03,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,262
Apiary_16_092020_P9,36.06,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,264
Apiary_27_092820_P8,36.09,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_21_091020_P12,36.19,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_21,254
Apiary_2_091920_P5,36.19,none,0,bumble,Apidae,NA,Bombus,Bombus vagans,M,Apiary_2,263
Apiary_16_091020_P6,36.21,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,254
Apiary_7_091720_P6,36.26,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_7,261
Apiary_17_092220_P14,36.32,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,266
Apiary_25_091120_P11,36.36,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_25,255
Apiary_2_091920_P13,36.5,none,0,bumble,Apidae,NA,Bombus,Bombus vagans,M,Apiary_2,263
Apiary_5_091420_P3,36.55,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_5,258
Apiary_1_091520_P9,36.56,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_12_092620_P2,36.6,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,270
Apiary_25_092120_P14,36.67,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_25,265
Apiary_16_091020_P4,36.78,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,254
Apiary_20_092720_P3,36.8,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,271
Apiary_18_092220_P17,36.82,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_18,266
Apiary_27_092820_P5,36.99,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_15_091620_P6,37.07,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_15,260
Apiary_20_091820_P13,37.09,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,262
Apiary_25_092120_P13,37.1,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_25,265
Apiary_7_091720_P17,37.11,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_7,261
Apiary_24_092320_P13,37.16,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,267
Apiary_14_092320_P7,37.17,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_14,267
Apiary_16_092020_P13,37.18,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,264
Apiary_24_092320_P7,37.18,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,267
Apiary_8_091320_P12,37.27,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_8,257
Apiary_1_091520_P4,37.28,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_14_092320_P8,37.29,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_14,267
Apiary_22_091420_P5,37.35,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_22,258
Apiary_24_092320_P4,37.38,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,267
Apiary_2_091920_P17,37.51,none,0,bumble,Apidae,NA,Bombus,Bombus vagans,M,Apiary_2,263
Apiary_22_091420_P2,37.52,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_22,258
Apiary_14_092320_P9,37.55,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_14,267
Apiary_27_090720_P13,37.61,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,251
Apiary_27_100120_P3,37.61,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,275
Apiary_23_091120_P22,37.64,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_23,255
Apiary_21_092020_P10,37.65,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,F,Apiary_21,264
Apiary_26_090720_P13,37.72,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_26,251
Apiary_14_092320_P11,37.76,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_14,267
Apiary_19_092720_P14,37.79,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_24_092320_P8,37.82,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,267
Apiary_20_092720_P13,37.88,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_20,271
Apiary_17_090820_P4,37.92,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,252
Apiary_20_092720_P1,37.98,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_20,271
Apiary_21_092020_P1,38.02,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_21,264
Apiary_17_090820_P9,38.03,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_17,252
Apiary_1_091520_P11,38.09,none,0,bumble,Apidae,NA,Bombus,Bombus bimaculatus,M,Apiary_1,259
Apiary_10_091220_P3,38.1,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_10,256
Apiary_19_091820_P19,38.13,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_19,262
Apiary_27_092820_P1,38.15,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_7_091720_P3,38.16,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_7,261
Apiary_19_092720_P2,38.17,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_24_091220_P10,38.22,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_24,256
Apiary_6_091020_P8,38.25,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_6,254
Apiary_14_092320_P17,38.27,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_14,267
Apiary_10_091220_P10,38.31,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_10,256
Apiary_9_091220_P3,38.37,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_9,256
Apiary_21_092020_P16,38.38,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_21,264
Apiary_3_092420_P1,38.39,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,Q,Apiary_3,268
Apiary_17_090820_P3,38.4,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,252
Apiary_8_092520_P1,38.46,none,0,bumble,Apidae,NA,Bombus,Bombus griseocollis,U,Apiary_8,269
Apiary_27_092820_P3,38.48,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_6_091020_P2,38.63,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,U,Apiary_6,254
Apiary_17_092220_P2,38.66,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,266
Apiary_10_091220_P9,38.76,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,Q,Apiary_10,256
Apiary_20_092720_P15,38.86,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_20,271
Apiary_24_091220_P11,39.04,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,256
Apiary_21_092020_P7,39.07,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_21,264
Apiary_16_091020_P9,39.1,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,254
Apiary_14_090920_P25,39.15,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,Q,Apiary_14,253
Apiary_7_100520_P4,39.17,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_7,279
Apiary_27_092820_P18,39.22,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_19_092720_P4,39.23,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_20_092720_P5,39.26,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,271
Apiary_20_092720_P4,39.31,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_20,271
Apiary_27_092820_P11,39.33,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_23_092120_P10,39.38,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_23,265
Apiary_24_092320_P14,39.43,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_24,267
Apiary_25_091120_P13,39.57,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_25,255
Apiary_27_092820_P2,39.57,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_23_092120_P18,39.59,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_23,265
Apiary_17_092220_P4,39.65,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_17,266
Apiary_12_092620_P4,39.71,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,270
Apiary_7_100520_P7,39.78,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_7,279
Apiary_27_092820_P6,39.91,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_27,272
Apiary_3_091520_P4,39.92,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,W,Apiary_3,259
Apiary_13_092320_P18,35.20333333333333,22.08,0,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis tenax,M,Apiary_13,267
Apiary_11_091120_P19,35.483333333333334,4.255,0,wild bee,Apidae,NA,Ceratina,Ceratina sp.,U,Apiary_11,255
Apiary_11_091120_P15,35.605000000000004,14.2,0,wild bee,Unknown,NA,unknown,unknown,F,Apiary_11,255
Apiary_1_091520_P2,NA,16.68,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_1,259
Apiary_1_091520_P5,NA,16.38,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_1,259
Apiary_6_091020_P16,NA,16.83666667,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_6,254
Apiary_6_091020_P18,NA,30.69,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_6,254
Apiary_12_092620_P15,NA,16.06,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_12,270
Apiary_6_092020_P15,NA,17.31666667,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,F,Apiary_6,264
Apiary_6_092020_P2,NA,18.47,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,F,Apiary_6,264
Apiary_21_092020_P15,NA,17.52666667,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,F,Apiary_21,264
Apiary_6_092020_P12,NA,17.13,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,M,Apiary_6,264
Apiary_6_092020_P9,NA,17.53,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,M,Apiary_6,264
Apiary_21_092020_P14,NA,16.46,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,M,Apiary_21,264
Apiary_2_091920_P2,NA,17.88,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_2,263
Apiary_2_091920_P23,NA,17.46666667,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_2,263
Apiary_2_091920_P3,NA,17.18666667,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_2,263
Apiary_1_100120_P3,NA,16.74666667,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_1,275
Apiary_6_091020_P3,NA,17.26333333,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_6,254
Apiary_24_092320_P2,NA,17.22,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_24,267
Apiary_16_092020_P16,NA,17.35,0,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,M,Apiary_16,264
Apiary_12_091620_P8,NA,23.69,0,syrphid,Syrphidae,Syrphinae,Allograpta,Allograpta obliqua,F,Apiary_12,260
Apiary_10_091220_P2,NA,15.05,0,wild bee,Andrenidae,NA,Andrena,Andrena sp.,F,Apiary_10,256
Apiary_9_091220_P20,NA,15.01333333,0,wild bee,Andrenidae,NA,Andrena,Andrena sp.,F,Apiary_9,256
Apiary_13_090920_P2,NA,16.07333333,0,wild bee,Andrenidae,NA,Andrena,Andrena sp.,M,Apiary_13,253
Apiary_15_091620_PS1,NA,14.82666667,0,wild bee,Andrenidae,NA,Andrena,Andrena sp.,U,Apiary_15,260
Apiary_20_091820_P8,NA,16.37666667,0,wild bee,Megachilidae,NA,Anthidium,Anthidium sp.,F,Apiary_20,262
Apiary_16_091020_P17,NA,14.88666667,0,wild bee,Halictidae,NA,Augochorella,Augochorella sp.,U,Apiary_16,254
Apiary_17_092220_P17,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,F,Apiary_17,266
Apiary_20_092720_P12,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,F,Apiary_20,271
Apiary_6_092020_P8,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,F,Apiary_6,264
Apiary_11_091120_P3,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,F,Apiary_11,255
Apiary_17_090820_P14,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,F,Apiary_17,252
Apiary_1_100120_P8,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_1,275
Apiary_2_091920_P25,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_2,263
Apiary_14_092320_P4,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_14,267
Apiary_16_091020_P10,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_16,254
Apiary_26_091920_P23,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,M,Apiary_26,263
Apiary_8_091320_P1,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,Q,Apiary_8,257
Apiary_9_091220_P13,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,Q,Apiary_9,256
Apiary_2_090420_P7,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_2,248
Apiary_6_092020_P10,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_6,264
Apiary_8_092520_P11,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_8,269
Apiary_10_091220_P11,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_10,256
Apiary_10_091220_P5,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_10,256
Apiary_13_092320_P4,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_13,267
Apiary_14_092320_P14,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_14,267
Apiary_17_092220_P1,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_17,266
Apiary_22_091420_P13,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_22,258
Apiary_22_091420_P14,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_22,258
Apiary_22_091420_P9,NA,none,0,bumble,Apidae,NA,Bombus,Bombus sp.,W,Apiary_22,258
Apiary_3_091520_P5,NA,none,0,bumble,Apidae,NA,Bombus,Bombus griseocollis,F,Apiary_3,259
Apiary_20_091820_P17,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,F,Apiary_20,262
Apiary_1_091520_P10,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_1_091520_P15,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_1_091520_P16,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_1_091520_P19,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,259
Apiary_1_100120_P2,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,275
Apiary_1_100120_P7,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_1,275
Apiary_3_091520_P12,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_3,259
Apiary_7_091720_P1,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_7,261
Apiary_8_092520_P9,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_8,269
Apiary_12_092620_P10,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,270
Apiary_12_092620_P11,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_12,270
Apiary_14_092320_P12,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_14,267
Apiary_14_092320_P16,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_14,267
Apiary_16_091020_P11,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,254
Apiary_16_091020_P12,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,254
Apiary_16_092020_P2,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,264
Apiary_16_092020_P5,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_16,264
Apiary_18_092220_P3,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_18,266
Apiary_19_091820_P16,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,262
Apiary_19_091820_P20,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,262
Apiary_19_091820_P8,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,262
Apiary_19_092720_P13,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_19_092720_P7,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_19,271
Apiary_20_092720_P6,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_20,271
Apiary_21_091020_P14,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_21,254
Apiary_21_092020_P12,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_21,264
Apiary_22_091420_P11,NA,none,0,bumble,Apidae,NA,Bombus,Bombus impatiens,M,Apiary_22,258
